Date,NOx_1,NOx_2,PM10_2,PM2.5_2
2021-07-16,79,19,12,7
2021-07-17,83,20,9,4
2021-07-18,59,15,12,7
2021-07-19,72,27,15,8
2021-07-20,54,26,19,11
2021-07-21,74,16,20,11
2021-07-22,99,21,19,11
2021-07-23,94,12,17,9
2021-07-24,74,6,15,9
2021-07-25,44,6,19,13
2021-07-26,63,11,16,10
2021-07-27,68,10,12,7
2021-07-28,31,8,12,5
2021-07-29,33,8,9,4
2021-07-30,39,7,7,4
2021-07-31,43,7,6,3
2021-08-01,37,6,7,4
2021-08-02,107,16,8,4
2021-08-03,104,27,11,7
2021-08-04,98,17,11,7
2021-08-05,65,9,9,5
2021-08-06,30,6,10,4
2021-08-07,41,6,8,4
2021-08-08,16,4,9,5
2021-08-09,41,8,6,4
2021-08-10,43,8,9,5
2021-08-11,53,10,7,4
2021-08-12,46,8,6,4
2021-08-13,40,9,10,6
2021-08-14,56,8,8,5
2021-08-15,28,5,7,4
2021-08-16,27,9,13,8
2021-08-17,32,8,6,3
2021-08-18,31,7,7,4
2021-08-19,48,9,7,4
2021-08-20,73,11,6,3
2021-08-21,98,14,10,6
2021-08-22,20,7,8,4
2021-08-23,71,8,9,5
2021-08-24,71,9,9,4
2021-08-25,77,8,5,3
2021-08-26,60,9,12,6
2021-08-27,70,9,11,5
2021-08-28,77,19,11,6
2021-08-29,48,10,11,6
2021-08-30,37,5,8,4
2021-08-31,64,8,7,4
2021-09-01,64,7,14,8
2021-09-02,61,5,15,8
2021-09-03,91,8,21,13
2021-09-04,113,12,22,15
2021-09-05,87,20,19,14
2021-09-06,146,47,27,19
2021-09-07,148,46,19,12
2021-09-08,110,31,22,14
2021-09-09,78,14,12,10
2021-09-10,54,10,7,4
2021-09-11,40,6,9,6
2021-09-12,52,8,8,6
2021-09-13,113,11,8,4
2021-09-14,70,20,12,8
2021-09-15,63,33,14,10
2021-09-16,96,32,12,8
2021-09-17,99,26,9,6
2021-09-18,117,38,18,14
2021-09-19,47,11,7,5
2021-09-20,71,36,8,4
2021-09-21,95,63,9,5
2021-09-22,73,42,11,7
2021-09-23,66,16,7,4
2021-09-24,55,14,12,8
2021-09-25,106,10,9,7
2021-09-26,42,8,13,10
2021-09-27,38,9,6,2
2021-09-28,77,15,7,3
2021-09-29,41,12,6,2
2021-09-30,54,11,6,3
2021-10-01,63,11,6,3
2021-10-02,81,12,7,3
2021-10-03,29,5,7,3
2021-10-04,56,11,7,3
2021-10-05,36,7,5,2
2021-10-06,58,16,7,3
2021-10-07,121,21,9,5
2021-10-08,153,26,11,8
2021-10-09,149,47,19,16
2021-10-10,62,24,13,9
2021-10-11,60,27,12,7
2021-10-12,58,22,10,6
2021-10-13,88,28,8,5
2021-10-14,60,14,10,7
2021-10-15,142,29,10,6
2021-10-16,140,28,12,9
2021-10-17,62,15,15,11
2021-10-18,87,16,13,9
2021-10-19,29,7,14,9
2021-10-20,54,11,8,4
2021-10-21,40,19,7,3
2021-10-22,49,11,6,3
2021-10-23,90,13,6,3
2021-10-24,37,8,8,4
2021-10-25,61,11,8,4
2021-10-26,62,10,6,3
2021-10-27,37,7,6,3
2021-10-28,51,10,10,5
2021-10-29,59,12,9,5
2021-10-30,69,13,6,3
2021-10-31,20,4,8,4
2021-11-01,59,14,7,4
2021-11-02,157,76,10,7
2021-11-03,108,88,11,8
2021-11-04,44,23,8,5
2021-11-05,144,45,16,12
2021-11-06,37,7,8,6
2021-11-07,27,7,15,8
2021-11-08,107,23,13,9
2021-11-09,75,15,5,3
2021-11-10,92,24,6,4
2021-11-11,92,17,7,5
2021-11-12,45,10,10,6
2021-11-13,35,15,6,4
2021-11-14,59,16,12,10
2021-11-15,179,74,17,13
2021-11-16,115,36,11,9
2021-11-17,65,30,13,7
2021-11-18,62,20,9,6
2021-11-19,87,34,7,5
2021-11-20,55,12,10,7
2021-11-21,34,10,8,4
2021-11-22,83,44,12,7
2021-11-23,136,73,18,14
2021-11-24,133,83,15,12
2021-11-25,55,38,12,7
2021-11-26,32,11,6,3
2021-11-27,19,8,5,2
2021-11-28,43,16,7,4
2021-11-29,76,32,14,12
2021-11-30,37,9,5,3
2021-12-01,34,14,4,2
2021-12-02,74,31,8,4
2021-12-03,155,74,8,6
2021-12-04,41,13,8,5
2021-12-05,26,13,5,3
2021-12-06,81,26,7,5
2021-12-07,62,14,11,5
2021-12-08,35,8,10,5
2021-12-09,73,15,10,5
2021-12-10,42,16,7,4
2021-12-11,96,20,10,6
2021-12-12,26,5,5,3
2021-12-13,64,10,4,3
2021-12-14,63,15,6,4
2021-12-15,64,15,9,6
2021-12-16,119,34,11,8
2021-12-17,132,17,15,12
2021-12-18,130,11,7,7
2021-12-19,66,15,4,4
2021-12-20,125,13,10,6
2021-12-21,166,44,18,13
2021-12-22,161,71,24,19
2021-12-23,70,16,18,15
2021-12-24,114,20,11,8
2021-12-25,19,10,8,7
2021-12-26,61,21,9,8
2021-12-27,50,9,10,7
2021-12-28,23,7,6,3
2021-12-29,34,8,10,6
2021-12-30,20,5,5,3
2021-12-31,35,6,9,6
2022-01-01,16,6,17,10
2022-01-02,17,3,9,5
2022-01-03,24,7,12,6
2022-01-04,41,16,7,4
2022-01-05,55,28,10,6
2022-01-06,102,50,11,8
2022-01-07,44,15,7,4
2022-01-08,34,11,9,5
2022-01-09,72,30,13,8
2022-01-10,133,36,15,11
2022-01-11,86,33,11,8
2022-01-12,203,179,18,14
2022-01-13,253,208,18,15
2022-01-14,319,210,26,22
2022-01-15,236,116,30,28
2022-01-16,60,24,18,15
2022-01-17,203,104,14,9
2022-01-18,260,149,22,19
2022-01-19,61,23,13,10
2022-01-20,72,56,13,7
2022-01-21,103,92,15,11
2022-01-22,53,15,11,8
2022-01-23,80,13,18,16
2022-01-24,140,19,27,23
2022-01-25,90,25,32,28
2022-01-26,59,20,29,23
2022-01-27,49,25,9,6
2022-01-28,158,43,11,9
2022-01-29,34,9,8,5
2022-01-30,50,13,11,7
2022-01-31,27,10,11,6
2022-02-01,26,9,6,3
2022-02-02,49,16,7,5
2022-02-03,52,11,5,3
2022-02-04,37,11,5,3
2022-02-05,29,7,9,5
2022-02-06,14,4,6,3
2022-02-07,51,13,11,6
2022-02-08,38,8,6,3
2022-02-09,45,15,4,2
2022-02-10,41,16,8,4
2022-02-11,109,19,11,6
2022-02-12,39,10,10,6
2022-02-13,20,5,7,4
2022-02-14,36,12,4,2
2022-02-15,47,12,7,4
2022-02-16,24,4,8,5
2022-02-17,39,9,14,7
2022-02-18,18,4,9,5
2022-02-19,38,7,9,5
2022-02-20,11,2,11,7
2022-02-21,23,6,13,7
2022-02-22,35,14,15,8
2022-02-23,43,10,10,6
2022-02-24,31,8,5,3
2022-02-25,80,29,15,8
2022-02-26,95,21,15,10
2022-02-27,49,10,13,9
2022-02-28,82,17,13,9
2022-03-01,65,10,7,5
2022-03-02,128,26,21,19
2022-03-03,145,30,28,23
2022-03-04,48,28,8,5
2022-03-05,44,12,11,8
2022-03-06,57,9,11,8
2022-03-07,89,12,13,9
2022-03-08,124,15,32,24
2022-03-09,53,12,15,9
2022-03-10,69,11,13,9
2022-03-11,75,12,11,8
2022-03-12,42,7,7,4
2022-03-13,41,10,10,6
2022-03-14,101,37,9,5
2022-03-15,123,33,16,11
2022-03-16,90,24,18,14
2022-03-17,63,14,8,4
2022-03-18,115,22,10,7
2022-03-19,84,10,17,12
2022-03-20,73,22,18,13
2022-03-21,260,57,36,27
2022-03-22,186,61,29,21
2022-03-23,173,85,36,26
2022-03-24,148,92,41,28
2022-03-25,129,45,48,33
2022-03-26,88,23,38,27
2022-03-27,62,17,18,15
2022-03-28,165,36,20,14
2022-03-29,82,19,24,20
2022-03-30,60,10,30,23
2022-03-31,39,11,8,4
2022-04-01,48,20,9,5
2022-04-02,91,47,11,8
2022-04-03,42,11,10,8
2022-04-04,28,8,5,3
2022-04-05,27,7,8,4
2022-04-06,22,7,6,3
2022-04-07,22,8,8,3
2022-04-08,78,26,8,5
2022-04-09,41,19,7,5
2022-04-10,70,12,8,5
2022-04-11,76,25,13,8
2022-04-12,92,32,15,10
2022-04-13,64,16,9,6
2022-04-14,84,45,8,5
2022-04-15,79,38,8,5
2022-04-16,106,24,16,13
2022-04-17,60,12,19,15
2022-04-18,25,6,9,6
2022-04-19,54,15,12,7
2022-04-20,85,9,16,11
2022-04-21,79,10,16,9
2022-04-22,70,7,20,12
2022-04-23,53,7,27,18
2022-04-24,32,5,20,13
2022-04-25,70,8,15,8
2022-04-26,78,8,12,7
2022-04-27,90,15,12,7
2022-04-28,79,8,16,9
2022-04-29,99,23,17,11
2022-04-30,81,23,13,9
2022-05-01,51,8,15,12
2022-05-02,55,18,20,17
2022-05-03,112,13,23,18
2022-05-04,51,18,15,12
2022-05-05,44,16,10,6
2022-05-06,38,7,12,8
2022-05-07,54,6,10,7
2022-05-08,62,7,11,8
2022-05-09,58,15,14,9
2022-05-10,35,8,10,6
2022-05-11,41,12,7,4
2022-05-12,31,8,9,5
2022-05-13,33,7,13,6
2022-05-14,91,13,15,9
2022-05-15,69,14,17,12
2022-05-16,53,11,14,10
2022-05-17,67,12,11,6
2022-05-18,59,12,8,4
2022-05-19,49,12,8,5
2022-05-20,49,10,7,4
2022-05-21,45,7,11,6
2022-05-22,46,9,7,4
2022-05-23,32,8,5,3
2022-05-24,31,7,4,2
2022-05-25,32,7,8,4
2022-05-26,28,6,10,5
2022-05-27,30,9,10,5
2022-05-28,61,8,7,3
2022-05-29,39,6,5,3
2022-05-30,71,12,6,3
2022-05-31,44,16,4,3
2022-06-01,54,20,5,3
2022-06-02,75,22,8,6
2022-06-03,57,9,13,9
2022-06-04,47,5,12,7
2022-06-05,46,5,6,5
2022-06-06,53,14,5,4
2022-06-07,64,11,7,4
2022-06-08,26,6,9,4
2022-06-09,33,9,11,6
2022-06-10,30,8,13,7
2022-06-11,28,6,12,6
2022-06-12,19,5,10,6
2022-06-13,48,16,7,4
2022-06-14,70,20,9,5
2022-06-15,57,24,10,5
2022-06-16,67,19,12,6
2022-06-17,47,14,21,9
2022-06-18,42,11,12,7
2022-06-19,33,7,8,5
2022-06-20,61,17,9,5
2022-06-21,81,18,11,7
2022-06-22,76,15,12,7
2022-06-23,89,16,11,7
2022-06-24,38,7,12,7
2022-06-25,30,5,10,5
2022-06-26,20,5,9,4
2022-06-27,41,10,7,4
2022-06-28,38,10,9,4
2022-06-29,46,9,7,4
2022-06-30,71,12,7,3
2022-07-01,35,7,7,3
2022-07-02,36,4,6,3
2022-07-03,19,3,6,3
2022-07-04,28,6,5,2
2022-07-05,28,11,5,2
2022-07-06,25,8,5,2
2022-07-07,34,8,6,3
2022-07-08,32,10,7,4
2022-07-09,34,10,6,3
2022-07-10,41,12,7,4
2022-07-11,60,13,9,4
2022-07-12,72,22,16,9
2022-07-13,35,12,11,5
2022-07-14,33,11,9,4
2022-07-15,41,13,9,5
2022-07-16,66,16,8,5
2022-07-17,45,12,11,6
2022-07-18,90,29,16,7
2022-07-19,76,22,29,15
2022-07-20,65,9,21,14
2022-07-21,87,9,13,6
2022-07-22,105,14,10,5
2022-07-23,38,6,10,6
2022-07-24,15,3,9,4
2022-07-25,26,5,6,3
2022-07-26,57,7,8,4
2022-07-27,88,15,10,5
2022-07-28,113,12,11,5
2022-07-29,104,13,11,5
2022-07-30,32,6,7,4
2022-07-31,16,5,4,2
2022-08-01,56,9,7,3
2022-08-02,24,7,16,5
2022-08-03,25,9,8,3
2022-08-04,24,7,8,4
2022-08-05,28,11,7,3
2022-08-06,55,20,12,8
2022-08-07,34,11,8,4
2022-08-08,78,14,10,5
2022-08-09,98,29,11,5
2022-08-10,95,32,11,5
2022-08-11,90,34,15,7
2022-08-12,96,21,19,8
2022-08-13,82,15,21,10
2022-08-14,62,13,16,8
2022-08-15,47,17,19,9
2022-08-16,69,19,19,13
2022-08-17,40,6,14,9
2022-08-18,43,7,13,8
2022-08-19,25,5,9,4
2022-08-20,29,5,9,5
2022-08-21,27,6,10,5
2022-08-22,62,12,7,4
2022-08-23,42,7,5,2
2022-08-24,41,10,4,2
2022-08-25,67,29,10,7
2022-08-26,74,37,10,6
2022-08-27,96,22,10,6
2022-08-28,60,8,7,3
2022-08-29,35,5,7,3
2022-08-30,46,7,10,4
2022-08-31,49,6,11,4
