Date,PM2.5_1,PM2.5_2,PM2.5_3,PM10_1,PM10_2,PM10_3,NOx_1,NOx_2,NOx_3
2021-12-01,4,No data,3,7,No data,6,62,No data,22
2021-12-02,7,No data,5,17,No data,11,109,No data,35
2021-12-03,11,No data,7,14,No data,9,146,No data,48
2021-12-04,6,No data,5,10,No data,8,49,No data,12
2021-12-05,4,No data,4,7,No data,6,42,No data,18
2021-12-06,7,No data,5,11,No data,8,101,No data,25
2021-12-07,6,No data,5,11,No data,10,65,No data,18
2021-12-08,3,No data,3,6,No data,4,32,No data,7
2021-12-09,8,No data,5,15,No data,9,90,No data,21
2021-12-10,6,No data,5,11,No data,9,84,No data,26
2021-12-11,8,No data,6,12,No data,10,79,No data,16
2021-12-12,4,No data,3,6,No data,4,36,No data,7
2021-12-13,5,No data,3,8,No data,5,54,No data,13
2021-12-14,6,No data,4,10,No data,5,67,No data,15
2021-12-15,7,No data,5,16,No data,7,73,No data,17
2021-12-16,10,No data,7,21,No data,11,88,No data,26
2021-12-17,19,No data,16,24,No data,21,51,No data,33
2021-12-18,8,No data,7,9,No data,8,33,No data,24
2021-12-19,7,No data,6,8,No data,7,61,No data,53
2021-12-20,11,No data,10,16,No data,15,42,No data,30
2021-12-21,14,No data,11,23,No data,17,67,No data,31
2021-12-22,23,No data,19,32,No data,24,118,No data,49
2021-12-23,18,No data,15,22,No data,18,90,No data,23
2021-12-24,8,No data,8,11,No data,10,62,No data,31
2021-12-25,8,No data,7,10,No data,9,15,No data,11
2021-12-26,11,No data,10,13,No data,11,63,No data,33
2021-12-27,8,No data,8,10,No data,10,42,No data,45
2021-12-28,4,No data,3,6,No data,4,55,No data,15
2021-12-29,7,No data,6,11,No data,9,44,No data,12
2021-12-30,2,No data,2,4,No data,2,34,No data,7
2021-12-31,6,No data,5,10,No data,8,38,No data,7
2022-01-01,12,No data,11,19,No data,18,29,No data,8
2022-01-02,6,No data,5,10,No data,9,27,No data,6
2022-01-03,8,No data,7,14,No data,13,47,No data,10
2022-01-04,6,No data,5,12,No data,9,60,No data,21
2022-01-05,9,No data,8,18,No data,14,109,No data,47
2022-01-06,9,No data,6,15,No data,9,123,No data,26
2022-01-07,4,No data,4,9,No data,6,55,No data,14
2022-01-08,6,No data,5,10,No data,8,50,No data,13
2022-01-09,9,No data,6,14,No data,11,96,No data,16
2022-01-10,13,No data,10,18,No data,15,147,No data,35
2022-01-11,15,No data,13,23,No data,19,160,No data,91
2022-01-12,20,No data,11,33,No data,16,273,No data,89
2022-01-13,19,No data,11,28,No data,15,275,No data,139
2022-01-14,30,No data,21,37,No data,26,319,No data,161
2022-01-15,37,No data,29,41,No data,33,230,No data,170
2022-01-16,15,No data,11,21,No data,16,70,No data,17
2022-01-17,19,No data,18,26,No data,26,185,No data,87
2022-01-18,24,No data,14,30,No data,18,300,No data,61
2022-01-19,13,No data,10,20,No data,16,66,No data,18
2022-01-20,11,No data,10,26,No data,19,97,No data,58
2022-01-21,10,No data,7,22,No data,11,114,No data,29
2022-01-22,10,No data,7,22,No data,10,71,No data,18
2022-01-23,17,No data,13,28,No data,15,61,No data,9
2022-01-24,29,No data,25,41,No data,29,83,No data,19
2022-01-25,32,No data,27,46,No data,33,114,No data,26
2022-01-26,21,No data,17,34,No data,22,87,No data,20
2022-01-27,6,No data,5,15,No data,9,79,No data,26
2022-01-28,9,No data,6,15,No data,8,105,No data,25
2022-01-29,6,No data,4,17,No data,10,35,No data,8
2022-01-30,9,No data,7,20,No data,14,52,No data,15
2022-01-31,7,No data,6,17,No data,12,48,No data,15
2022-02-01,4,No data,2,11,No data,4,55,No data,12
2022-02-02,5,No data,3,13,No data,5,61,No data,13
2022-02-03,5,No data,3,12,No data,5,58,No data,12
2022-02-04,8,No data,3,15,No data,6,66,No data,16
2022-02-05,5,No data,4,11,No data,8,36,No data,8
2022-02-06,4,No data,3,6,No data,6,25,No data,6
2022-02-07,8,No data,6,16,No data,10,95,No data,24
2022-02-08,5,No data,3,10,No data,6,36,No data,8
2022-02-09,7,No data,3,16,No data,6,69,No data,17
2022-02-10,7,No data,5,18,No data,9,64,No data,15
2022-02-11,9,No data,6,26,No data,11,109,No data,22
2022-02-12,6,No data,5,13,No data,8,38,No data,9
2022-02-13,3,No data,3,6,No data,4,32,No data,8
2022-02-14,No data,No data,2,No data,No data,4,No data,No data,15
2022-02-15,No data,No data,5,No data,No data,8,No data,No data,16
2022-02-16,5,No data,5,10,No data,7,23,No data,5
2022-02-17,6,No data,5,13,No data,9,55,No data,9
2022-02-18,5,No data,4,11,No data,8,29,No data,8
2022-02-19,5,No data,4,9,No data,7,50,No data,11
2022-02-20,4,No data,4,7,No data,6,15,No data,4
2022-02-21,9,No data,8,17,No data,15,39,No data,11
2022-02-22,8,No data,7,17,No data,12,53,No data,10
2022-02-23,5,No data,4,14,No data,7,52,No data,10
2022-02-24,4,No data,3,9,No data,5,42,No data,8
2022-02-25,10,No data,7,28,No data,13,104,No data,25
2022-02-26,9,No data,8,19,No data,14,69,No data,21
2022-02-27,9,No data,9,15,No data,13,35,No data,22
2022-02-28,10,No data,8,20,No data,12,77,No data,18
2022-03-01,7,No data,7,12,No data,13,31,No data,20
2022-03-02,18,No data,19,21,No data,21,53,No data,45
2022-03-03,26,No data,28,32,No data,33,78,No data,58
2022-03-04,5,No data,5,10,No data,8,66,No data,20
2022-03-05,7,No data,7,13,No data,11,34,No data,22
2022-03-06,6,No data,6,10,No data,10,17,No data,11
2022-03-07,8,No data,8,15,No data,14,33,No data,26
2022-03-08,23,No data,22,37,No data,30,54,No data,32
2022-03-09,10,No data,9,20,No data,15,48,No data,14
2022-03-10,8,No data,7,17,No data,11,49,No data,21
2022-03-11,9,No data,9,14,No data,12,45,No data,23
2022-03-12,4,No data,4,8,No data,7,35,No data,12
2022-03-13,5,No data,4,9,No data,7,45,No data,10
2022-03-14,9,No data,7,21,No data,12,125,No data,39
2022-03-15,16,No data,13,35,No data,20,176,No data,79
2022-03-16,17,No data,16,26,No data,21,74,No data,32
2022-03-17,6,No data,4,14,No data,8,72,No data,14
2022-03-18,13,No data,12,21,No data,18,119,No data,114
2022-03-19,10,No data,11,16,No data,17,19,No data,15
2022-03-20,19,No data,19,26,No data,26,28,No data,22
2022-03-21,36,No data,34,56,No data,47,125,No data,50
2022-03-22,28,No data,27,48,No data,39,142,No data,54
2022-03-23,38,No data,33,63,No data,50,236,No data,183
2022-03-24,44,No data,45,71,No data,70,241,No data,135
2022-03-25,37,No data,36,64,No data,60,175,No data,99
2022-03-26,25,No data,24,43,No data,40,94,No data,52
2022-03-27,15,No data,16,19,No data,20,29,No data,19
2022-03-28,18,No data,17,29,No data,23,103,No data,45
2022-03-29,19,No data,21,28,No data,29,44,No data,32
2022-03-30,15,No data,15,22,No data,21,30,No data,15
2022-03-31,5,No data,4,11,No data,9,36,No data,19
2022-04-01,4,No data,4,9,No data,9,61,No data,23
2022-04-02,8,No data,8,12,No data,13,54,No data,39
2022-04-03,10,No data,10,18,No data,13,64,No data,29
2022-04-04,3,No data,2,6,No data,4,54,No data,13
2022-04-05,4,No data,3,11,No data,7,37,No data,8
2022-04-06,4,No data,3,11,No data,5,27,No data,7
2022-04-07,4,No data,3,12,No data,7,45,No data,11
2022-04-08,5,No data,4,13,No data,9,86,No data,34
2022-04-09,5,No data,4,13,No data,8,57,No data,17
2022-04-10,7,No data,6,13,No data,9,64,No data,34
2022-04-11,10,No data,11,19,No data,20,31,No data,42
2022-04-12,17,No data,17,26,No data,25,76,No data,34
2022-04-13,8,No data,6,13,No data,8,93,No data,32
2022-04-14,8,No data,5,20,No data,8,132,No data,31
2022-04-15,10,No data,7,20,No data,11,140,No data,21
2022-04-16,15,No data,14,21,No data,19,56,No data,23
2022-04-17,16,No data,16,21,No data,20,44,No data,16
2022-04-18,5,No data,5,10,No data,7,42,No data,10
2022-04-19,7,No data,7,15,No data,14,45,No data,21
2022-04-20,11,No data,12,19,No data,19,24,No data,14
2022-04-21,10,No data,10,21,No data,21,22,No data,12
2022-04-22,13,No data,13,33,No data,27,18,No data,9
2022-04-23,16,No data,17,27,No data,27,13,No data,6
2022-04-24,10,No data,11,17,No data,18,11,No data,4
2022-04-25,8,No data,8,17,No data,16,25,No data,10
2022-04-26,No data,No data,10,No data,No data,18,24,No data,15
2022-04-27,9,No data,9,20,No data,18,30,No data,14
2022-04-28,9,No data,9,20,No data,18,23,No data,12
2022-04-29,9,No data,10,18,No data,18,28,No data,14
2022-04-30,9,No data,8,17,No data,13,71,No data,17
2022-05-01,10,No data,9,14,No data,11,57,No data,9
2022-05-02,16,No data,15,19,No data,18,35,No data,16
2022-05-03,18,No data,19,25,No data,26,47,No data,26
2022-05-04,8,No data,7,14,No data,10,71,No data,14
2022-05-05,7,No data,7,14,No data,13,64,No data,22
2022-05-06,6,No data,5,14,No data,8,59,No data,11
2022-05-07,7,No data,8,10,No data,11,23,No data,8
2022-05-08,8,No data,9,11,No data,12,27,No data,14
2022-05-09,9,No data,8,21,No data,15,54,No data,13
2022-05-10,6,No data,6,14,No data,10,37,No data,6
2022-05-11,4,No data,4,10,No data,7,53,No data,9
2022-05-12,4,No data,4,14,No data,7,45,No data,6
2022-05-13,8,No data,7,19,No data,14,38,No data,6
2022-05-14,12,No data,11,21,No data,19,52,No data,20
2022-05-15,11,No data,12,18,No data,18,25,No data,23
2022-05-16,10,No data,10,20,No data,15,56,No data,18
2022-05-17,6,No data,6,15,No data,11,49,No data,10
2022-05-18,5,No data,5,14,No data,9,53,No data,10
2022-05-19,5,No data,4,11,No data,8,63,No data,10
2022-05-20,5,No data,4,16,No data,8,62,No data,10
2022-05-21,6,No data,6,13,No data,10,45,No data,7
2022-05-22,3,No data,3,8,No data,5,38,No data,6
2022-05-23,3,No data,2,9,No data,5,55,No data,11
2022-05-24,3,No data,2,8,No data,4,52,No data,9
2022-05-25,3,No data,3,10,No data,5,45,No data,6
2022-05-26,4,No data,3,10,No data,6,47,No data,7
2022-05-27,6,No data,6,15,No data,14,38,No data,8
2022-05-28,4,No data,4,9,No data,9,26,No data,8
2022-05-29,4,No data,4,7,No data,7,27,No data,12
2022-05-30,5,No data,4,12,No data,8,68,No data,19
2022-05-31,5,No data,3,10,No data,6,72,No data,12
2022-06-01,7,No data,6,14,No data,9,71,No data,28
2022-06-02,9,No data,9,13,No data,13,67,No data,41
2022-06-03,10,No data,11,16,No data,16,23,No data,20
2022-06-04,7,No data,7,11,No data,11,10,No data,5
2022-06-05,5,No data,5,7,No data,7,13,No data,7
2022-06-06,8,No data,8,12,No data,11,59,No data,19
2022-06-07,9,No data,9,15,No data,13,62,No data,23
2022-06-08,3,No data,3,8,No data,6,46,No data,7
2022-06-09,6,No data,5,15,No data,10,53,No data,8
2022-06-10,9,No data,9,21,No data,17,44,No data,6
2022-06-11,6,No data,6,13,No data,12,31,No data,4
2022-06-12,6,No data,6,12,No data,11,26,No data,3
2022-06-13,6,No data,5,12,No data,8,59,No data,11
2022-06-14,8,No data,7,17,No data,13,56,No data,20
2022-06-15,11,No data,13,23,No data,22,63,No data,29
2022-06-16,8,No data,7,19,No data,15,75,No data,20
2022-06-17,10,No data,8,35,No data,21,65,No data,11
2022-06-18,7,No data,7,12,No data,12,37,No data,14
2022-06-19,7,No data,7,13,No data,14,27,No data,9
2022-06-20,6,No data,6,11,No data,10,33,No data,17
2022-06-21,10,No data,9,18,No data,15,67,No data,24
2022-06-22,8,No data,9,16,No data,16,40,No data,16
2022-06-23,7,No data,6,16,No data,13,51,No data,21
2022-06-24,11,No data,11,22,No data,16,62,No data,8
2022-06-25,5,No data,4,12,No data,8,46,No data,5
2022-06-26,5,No data,5,14,No data,10,33,No data,4
2022-06-27,4,No data,4,11,No data,7,49,No data,6
2022-06-28,6,No data,5,16,No data,12,51,No data,8
2022-06-29,4,No data,3,10,No data,6,57,No data,10
2022-06-30,5,No data,4,12,No data,7,68,No data,13
2022-07-01,4,No data,3,12,No data,6,62,No data,11
2022-07-02,3,No data,3,7,No data,5,44,No data,9
2022-07-03,3,No data,3,7,No data,6,39,No data,9
2022-07-04,3,No data,2,9,No data,5,47,No data,9
2022-07-05,4,No data,3,10,No data,7,53,No data,12
2022-07-06,3,No data,2,9,No data,6,44,No data,9
2022-07-07,5,No data,5,9,No data,9,37,No data,12
2022-07-08,7,No data,8,13,No data,12,43,No data,14
2022-07-09,4,No data,4,8,No data,7,32,No data,9
2022-07-10,4,No data,4,7,No data,7,26,No data,11
2022-07-11,5,No data,5,14,No data,11,59,No data,25
2022-07-12,5,No data,4,16,No data,12,63,No data,12
2022-07-13,5,No data,5,12,No data,12,36,No data,12
2022-07-14,4,No data,4,12,No data,10,42,No data,15
2022-07-15,4,No data,3,12,No data,7,50,No data,13
2022-07-16,8,No data,9,14,No data,14,38,No data,15
2022-07-17,9,No data,9,18,No data,16,62,No data,21
2022-07-18,10,No data,10,24,No data,19,85,No data,13
2022-07-19,14,No data,14,36,No data,30,62,No data,23
2022-07-20,10,No data,11,23,No data,21,46,No data,7
2022-07-21,7,No data,7,14,No data,14,45,No data,12
2022-07-22,7,No data,7,13,No data,13,40,No data,16
2022-07-23,7,No data,6,12,No data,11,50,No data,5
2022-07-24,4,No data,4,9,No data,8,31,No data,3
2022-07-25,3,No data,3,9,No data,7,38,No data,3
2022-07-26,4,No data,4,9,No data,9,47,No data,7
2022-07-27,6,No data,6,15,No data,13,51,No data,14
2022-07-28,5,No data,6,13,No data,14,36,No data,16
2022-07-29,7,No data,6,17,No data,15,64,No data,12
2022-07-30,5,No data,4,11,No data,8,51,No data,4
2022-07-31,2,No data,2,6,No data,5,25,No data,3
2022-08-01,4,No data,3,9,No data,7,53,No data,6
2022-08-02,3,No data,2,10,No data,6,40,No data,3
2022-08-03,3,No data,3,8,No data,6,39,No data,3
2022-08-04,4,No data,4,11,No data,9,44,No data,8
2022-08-05,5,No data,4,11,No data,10,49,No data,10
2022-08-06,7,No data,7,12,No data,12,36,No data,13
2022-08-07,4,No data,4,8,No data,8,37,No data,18
2022-08-08,7,No data,7,16,No data,13,44,No data,22
2022-08-09,9,No data,8,23,No data,18,49,No data,20
2022-08-10,8,No data,7,23,No data,21,46,No data,33
2022-08-11,7,No data,7,21,No data,21,41,No data,33
2022-08-12,8,No data,9,24,No data,25,35,No data,18
2022-08-13,10,No data,10,24,No data,25,18,No data,8
2022-08-14,10,No data,10,21,No data,22,24,No data,16
2022-08-15,11,No data,12,24,No data,23,57,No data,18
2022-08-16,17,No data,17,25,No data,25,42,No data,17
2022-08-17,5,No data,5,10,No data,10,17,No data,9
2022-08-18,6,No data,6,13,No data,10,55,No data,9
2022-08-19,5,No data,4,12,No data,9,52,No data,7
2022-08-20,5,No data,5,12,No data,10,38,No data,3
2022-08-21,6,No data,6,11,No data,10,45,No data,15
2022-08-22,6,No data,5,13,No data,9,85,No data,26
2022-08-23,6,No data,5,13,No data,8,71,No data,11
2022-08-24,3,No data,3,8,No data,5,62,No data,14
2022-08-25,6,No data,7,12,No data,13,55,No data,27
2022-08-26,5,No data,5,12,No data,10,74,No data,29
2022-08-27,7,No data,8,13,No data,14,33,No data,17
2022-08-28,4,No data,4,7,No data,8,26,No data,20
2022-08-29,3,No data,3,7,No data,7,14,No data,9
2022-08-30,4,No data,4,11,No data,11,20,No data,12
2022-08-31,7,No data,6,17,No data,15,16,No data,11
